ID;Nom;Posicio;idEquip;ID_Lliga;Gols;Assists;Minuts;Grogues;Vermelles;Gols90;Assists90
1460;B. Saka;Davanter;42;39;16;8;2933;4;0;0.49;0.25
978;K. Havertz;Davanter;42;39;13;7;2639;11;0;0.44;0.24
1946;L. Trossard;Davanter;42;39;12;1;1647;2;0;0.66;0.05
37127;M. Ødegaard;Migcampista;42;39;8;10;3104;2;0;0.23;0.29
127769;Gabriel Martinelli;Davanter;42;39;6;4;2029;1;0;0.27;0.18
22224;Gabriel Magalhães;Defensa;42;39;4;0;3044;4;0;0.12;0.00
643;Gabriel Jesus;Davanter;42;39;4;5;1481;6;0;0.24;0.30
19959;B. White;Defensa;42;39;4;4;2995;8;0;0.12;0.12
2597;T. Tomiyasu;Defensa;42;39;2;1;1143;2;1;0.16;0.08
22090;W. Saliba;Defensa;42;39;2;1;3420;4;0;0.05;0.03
61431;J. Kiwior;Defensa;42;39;1;3;971;1;0;0.09;0.28
641;O. Zinchenko;Defensa;42;39;1;2;1730;2;0;0.05;0.10
41725;Fábio Vieira;Migcampista;42;39;1;2;291;0;1;0.31;0.62
231062;A. Okonkwo;Porter;42;39;0;0;0;0;0;0.00;0.00
402329;A. Heaven;Defensa;42;39;0;0;0;0;0;0.00;0.00
313236;E. Nwaneri;Migcampista;42;39;0;0;13;0;0;0.00;0.00
309501;A. Cozier-Duberry;Migcampista;42;39;0;0;0;0;0;0.00;0.00
169295;K. Hein;Porter;42;39;0;0;0;0;0;0.00;0.00
284466;C. Patino;Migcampista;42;39;0;0;0;0;0;0.00;0.00
2784;R. Rúnarsson;Porter;42;39;0;0;0;0;0;0.00;0.00
284502;James Lannin-Sweet;Defensa;42;39;0;0;0;0;0;0.00;0.00
1161;E. Smith Rowe;Migcampista;42;39;0;1;346;0;0;0.00;0.26
3246;N. Pépé;Davanter;42;39;0;0;0;0;0;0.00;0.00
284062;K. Edwards;Davanter;42;39;0;0;0;0;0;0.00;0.00
1117;K. Tierney;Defensa;42;39;0;0;0;0;0;0.00;0.00
20355;A. Ramsdale;Porter;42;39;0;0;540;0;0;0.00;0.00
284540;Mauro Bandeira;Migcampista;42;39;0;0;0;0;0;0.00;0.00
138843;J. Hillson;Porter;42;39;0;0;0;0;0;0.00;0.00
278075;C. Cîrjan;Migcampista;42;39;0;0;0;0;0;0.00;0.00
1452;Mohamed Elneny;Migcampista;42;39;0;0;25;0;0;0.00;0.00
727;R. Nelson;Davanter;42;39;0;0;276;1;0;0.00;0.00
138842;M. Azeez;Migcampista;42;39;0;0;0;0;0;0.00;0.00
284571;C. Sagoe;Davanter;42;39;0;0;0;0;0;0.00;0.00
309507;B. Ibrahim;Migcampista;42;39;0;0;0;0;0;0.00;0.00
49;T. Partey;Migcampista;42;39;0;0;788;3;0;0.00;0.00
190;Cédric Soares;Defensa;42;39;0;0;59;0;0;0.00;0.00
38746;J. Timber;Defensa;42;39;0;0;71;2;0;0.00;0.00
2289;Jorginho;Migcampista;42;39;0;2;914;1;0;0.00;0.20
313245;M. Lewis-Skelly;Defensa;42;39;0;0;0;0;0;0.00;0.00
309505;R. Walters;Defensa;42;39;0;0;0;0;0;0.00;0.00
19366;O. Watkins;Davanter;66;39;19;13;3221;4;0;0.53;0.36
983;L. Bailey;Davanter;66;39;10;9;2072;5;0;0.43;0.39
47522;Douglas Luiz;Migcampista;66;39;9;5;3003;12;0;0.27;0.15
19191;J.  McGinn;Migcampista;66;39;6;4;3009;9;1;0.18;0.12
13489;J. Durán;Davanter;66;39;5;0;505;5;0;0.89;0.00
19170;M. Rogers;Davanter;66;39;3;1;640;3;0;0.42;0.14
786;N. Zaniolo;Migcampista;66;39;2;0;831;7;0;0.22;0.00
2926;Y. Tielemans;Migcampista;66;39;2;6;1641;3;0;0.11;0.33
19298;M. Cash;Defensa;66;39;2;2;2142;8;0;0.08;0.08
46815;Pau Torres;Defensa;66;39;2;0;2463;1;0;0.07;0.00
47547;Álex Moreno;Defensa;66;39;2;0;1028;2;0;0.18;0.00
889;V. Lindelöf;Defensa;66;39;1;1;1338;2;0;0.07;0.07
2724;L. Digne;Defensa;66;39;1;3;2417;7;0;0.04;0.11
19354;E. Konsa;Defensa;66;39;1;0;3073;5;0;0.03;0.00
19192;J. Ramsey;Migcampista;66;39;1;1;848;2;0;0.11;0.11
1904;B. Kamara;Migcampista;66;39;0;1;1659;7;1;0.00;0.05
284556;T. O&apos,Reilly;Migcampista;66;39;0;0;0;0;0;0.00;0.00
19016;C. Chambers;Defensa;66;39;0;1;159;1;0;0.00;0.57
284523;S. Swinkels;Defensa;66;39;0;0;0;0;0;0.00;0.00
278123;S. Revan;Migcampista;66;39;0;0;0;0;0;0.00;0.00
294638;Finley Munroe;Defensa;66;39;0;0;8;0;0;0.00;0.00
312260;K. Young;Davanter;66;39;0;0;0;0;0;0.00;0.00
19179;T. Mings;Defensa;66;39;0;0;31;0;0;0.00;0.00
169291;V. Sinisalo;Porter;66;39;0;0;0;0;0;0.00;0.00
19071;E. Buendía;Migcampista;66;39;0;0;0;0;0;0.00;0.00
766;R. Olsen;Porter;66;39;0;0;404;0;0;0.00;0.00
284457;L. Bogarde;Defensa;66;39;0;0;0;0;0;0.00;0.00
284500;T. Iroegbunam;Migcampista;66;39;0;0;157;0;0;0.00;0.00
19599;E. Martínez;Porter;66;39;0;0;3015;4;0;0.00;0.00
148270;O. Zych;Porter;66;39;0;0;0;0;0;0.00;0.00
138937;F. Marschall;Porter;66;39;0;0;0;0;0;0.00;0.00
19177;K. Hause;Defensa;66;39;0;0;0;0;0;0.00;0.00
329347;O. Kellyman;Migcampista;66;39;0;0;35;0;0;0.00;0.00
308843;T. Patterson;Defensa;66;39;0;0;0;0;0;0.00;0.00
398004;S. Proctor;Porter;66;39;0;0;0;0;0;0.00;0.00
278079;A. Ramsey;Migcampista;66;39;0;0;0;0;0;0.00;0.00
19174;J. Steer;Porter;66;39;0;0;0;0;0;0.00;0.00
671;B. Traoré;Davanter;66;39;0;0;9;0;0;0.00;0.00
298128;K. Kesler-Hayden;Defensa;66;39;0;0;3;0;0;0.00;0.00
134428;B. Chrisene;Defensa;66;39;0;0;0;0;0;0.00;0.00
312118;Joshua Feeney;Defensa;66;39;0;0;0;0;0;0.00;0.00
138931;J. Philogene;Davanter;66;39;0;0;3;0;0;0.00;0.00
133;C. Lenglet;Defensa;66;39;0;1;1156;3;0;0.00;0.08
147;Philippe Coutinho;Migcampista;66;39;0;0;24;0;0;0.00;0.00
137302;C. Archer;Davanter;66;39;0;0;5;1;0;0.00;0.00
284390;J. Wright;Porter;66;39;0;0;0;0;0;0.00;0.00
455010;L. Emery;Porter;66;39;0;0;0;0;0;0.00;0.00
284439;L. Sousa;Defensa;66;39;0;0;0;0;0;0.00;0.00
21090;Diego Carlos;Defensa;66;39;0;0;1827;4;0;0.00;0.00
7029;J. Gauci;Porter;66;39;0;0;0;0;0;0.00;0.00
84;Wesley Moraes;Davanter;66;39;0;0;0;0;0;0.00;0.00
18883;D. Solanke;Davanter;35;39;19;3;3332;3;0;0.51;0.08
19281;A. Semenyo;Davanter;35;39;8;2;2120;6;0;0.34;0.08
792;J. Kluivert;Davanter;35;39;7;1;1942;5;0;0.32;0.05
6610;M. Senesi;Defensa;35;39;4;5;2268;13;0;0.16;0.20
19245;M. Tavernier;Migcampista;35;39;3;4;2129;3;0;0.13;0.17
2734;P. Billing;Migcampista;35;39;2;2;1392;3;1;0.13;0.13
37161;L. Sinisterra;Davanter;35;39;2;2;692;0;0;0.26;0.26
47499;E. Ünal;Davanter;35;39;2;2;318;1;0;0.57;0.57
304853;A. Scott;Migcampista;35;39;1;1;1017;3;0;0.09;0.09
161671;I. Zabarnyi;Defensa;35;39;1;0;3330;5;0;0.03;0.00
18870;D. Brooks;Migcampista;35;39;1;1;272;1;0;0.33;0.33
19804;K. Moore;Davanter;35;39;1;0;100;0;0;0.90;0.00
19263;L. Kelly;Defensa;35;39;0;1;1558;2;0;0.00;0.06
18878;J. Stanislas;Migcampista;35;39;0;0;0;0;0;0.00;0.00
19356;E. Marcondes;Migcampista;35;39;0;0;0;0;0;0.00;0.00
382170;M. Kinsey-Wellings;Defensa;35;39;0;0;0;0;0;0.00;0.00
382930;F. Okoh;Migcampista;35;39;0;0;0;0;0;0.00;0.00
334725;D. Sadi;Davanter;35;39;0;0;0;0;0;0.00;0.00
94360;A. Paulsen;Porter;35;39;0;0;0;0;0;0.00;0.00
19070;M. Aarons;Defensa;35;39;0;1;1249;1;0;0.00;0.07
912;Neto;Porter;35;39;0;0;2880;5;0;0.00;0.00
382167;J. Wadham;Migcampista;35;39;0;0;0;0;0;0.00;0.00
20093;J. Hill;Defensa;35;39;0;0;15;0;0;0.00;0.00
1150;T. Adams;Migcampista;35;39;0;0;118;0;0;0.00;0.00
18872;L. Cook;Migcampista;35;39;0;3;2792;5;1;0.00;0.10
151756;W. Dennis;Porter;35;39;0;0;0;0;0;0.00;0.00
382166;C. Plain;Porter;35;39;0;0;0;0;0;0.00;0.00
19482;J. Rothwell;Migcampista;35;39;0;0;380;0;0;0.00;0.00
382160;D. Adu-Adjei;Davanter;35;39;0;0;0;0;0;0.00;0.00
18869;A. Smith;Defensa;35;39;0;2;2158;6;0;0.00;0.08
19229;D. Randolph;Porter;35;39;0;0;0;0;0;0.00;0.00
390769;Michael Dacosta;Davanter;35;39;0;0;0;0;0;0.00;0.00
19964;S. Dembélé;Migcampista;35;39;0;0;0;0;0;0.00;0.00
18815;R. Fredericks;Defensa;35;39;0;0;0;0;0;0.00;0.00
196855;J. Anthony;Davanter;35;39;0;0;153;1;0;0.00;0.00
347066;E. Pollock;Davanter;35;39;0;0;0;0;0;0.00;0.00
18866;C. Mepham;Defensa;35;39;0;1;614;2;0;0.00;0.15
290962;B. Greenwood;Defensa;35;39;0;0;0;0;0;0.00;0.00
130416;G. Kilkenny;Migcampista;35;39;0;0;0;0;0;0.00;0.00
1125;R. Christie;Migcampista;35;39;0;5;2918;6;0;0.00;0.15
19866;J. Lowe;Davanter;35;39;0;0;0;0;0;0.00;0.00
394710;C. McKenna;Porter;35;39;0;0;0;0;0;0.00;0.00
20649;Y. Wissa;Davanter;55;39;12;3;2509;7;0;0.43;0.11
20589;B. Mbeumo;Davanter;55;39;9;6;1960;2;0;0.41;0.28
19364;N. Maupay;Davanter;55;39;6;3;1315;8;0;0.41;0.21
19974;I. Toney;Davanter;55;39;4;2;1449;5;0;0.25;0.12
47438;M. Jensen;Migcampista;55;39;3;3;2220;5;0;0.12;0.12
106725;K. Lewis-Potter;Davanter;55;39;3;1;1440;0;0;0.19;0.06
19789;E. Pinnock;Defensa;55;39;2;0;2529;1;0;0.07;0.00
1119;K. Ajer;Defensa;55;39;2;1;1861;5;0;0.10;0.05
30407;C. Nørgaard;Migcampista;55;39;2;1;2513;8;0;0.07;0.04
18917;B. Mee;Defensa;55;39;2;0;1275;1;1;0.14;0.00
178077;K. Schade;Migcampista;55;39;2;1;330;0;0;0.55;0.27
2699;S. Ghoddos;Davanter;55;39;1;0;729;5;0;0.12;0.00
20110;S. Baptiste;Migcampista;55;39;1;1;241;1;0;0.37;0.37
15745;M. Roerslev;Defensa;55;39;1;2;1987;1;0;0.05;0.09
19495;N. Collins;Defensa;55;39;1;1;2650;3;0;0.03;0.03
284797;D. Ouattara;Davanter;55;39;1;2;1234;3;0;0.07;0.15
2731;M. Jørgensen;Defensa;55;39;1;0;1091;4;0;0.08;0.00
15799;F. Onyeka;Migcampista;55;39;1;2;1155;8;0;0.08;0.16
25073;V. Janelt;Migcampista;55;39;1;3;3071;8;0;0.03;0.09
356237;Kim Ji-Soo;Defensa;55;39;0;0;0;0;0;0.00;0.00
408221;B. Fredrick;Defensa;55;39;0;0;0;0;0;0.00;0.00
153261;N. Young-Coombes;Davanter;55;39;0;0;0;0;0;0.00;0.00
349288;Vincent Angelini;Porter;55;39;0;0;0;0;0;0.00;0.00
153422;E. Brierley;Migcampista;55;39;0;0;0;0;0;0.00;0.00
430827;Benjamin Arthur;Defensa;55;39;0;0;0;0;0;0.00;0.00
17772;C. Goode;Defensa;55;39;0;0;0;0;0;0.00;0.00
15908;M. Damsgaard;Migcampista;55;39;0;2;832;2;0;0.00;0.22
61742;H. Valdimarsson;Porter;55;39;0;0;0;0;0;0.00;0.00
191337;T. Crama;Defensa;55;39;0;0;0;0;0;0.00;0.00
382925;R. Trevitt;Migcampista;55;39;0;0;0;0;0;0.00;0.00
1835;T. Strakosha;Porter;55;39;0;0;135;0;0;0.00;0.00
19352;Sergi Canós;Migcampista;55;39;0;0;0;0;0;0.00;0.00
430734;Y. Konak;Migcampista;55;39;0;0;0;0;0;0.00;0.00
44871;A. Hickey;Defensa;55;39;0;0;720;5;0;0.00;0.00
138934;A. Pressley;Davanter;55;39;0;0;0;0;0;0.00;0.00
180308;M. Peart-Harris;Migcampista;55;39;0;0;10;0;0;0.00;0.00
19346;R. Henry;Defensa;55;39;0;1;402;1;0;0.00;0.22
162075;P. Maghoma;Migcampista;55;39;0;0;0;0;0;0.00;0.00
26232;M. Flekken;Porter;55;39;0;1;3285;3;0;0.00;0.03
162189;M. Bidstrup;Migcampista;55;39;0;0;0;0;0;0.00;0.00
739;Reguilón;Defensa;55;39;0;4;1122;4;1;0.00;0.32
19345;M. Bech;Defensa;55;39;0;0;0;0;0;0.00;0.00
278041;M. Cox;Porter;55;39;0;0;0;0;0;0.00;0.00
263538;Y. Yarmolyuk;Migcampista;55;39;0;0;674;2;0;0.00;0.00
284474;M. Olakigbe;Davanter;55;39;0;0;51;0;0;0.00;0.00
281975;Val Adedokun;Defensa;55;39;0;0;0;0;0;0.00;0.00
19340;E. Balcombe;Porter;55;39;0;0;0;0;0;0.00;0.00
19362;J. Dasilva;Migcampista;55;39;0;0;22;0;0;0.00;0.00
19465;David Raya;Porter;55;39;0;0;0;0;0;0.00;0.00
10329;João Pedro;Davanter;51;39;9;3;2041;2;0;0.40;0.13
129643;E. Ferguson;Davanter;51;39;6;0;1388;1;0;0.39;0.00
301771;S. Adingra;Davanter;51;39;6;1;2231;3;0;0.24;0.04
1469;D. Welbeck;Davanter;51;39;5;1;1703;4;0;0.26;0.05
18970;P. Groß;Migcampista;51;39;4;10;3114;6;0;0.12;0.29
311334;F. Buonanotte;Migcampista;51;39;3;1;1367;7;0;0.20;0.07
106835;K. Mitoma;Migcampista;51;39;3;4;1485;4;0;0.18;0.24
18963;L. Dunk;Defensa;51;39;3;1;2873;7;1;0.09;0.03
305730;J. Hinshelwood;Migcampista;51;39;3;0;869;1;0;0.31;0.00
18973;S. March;Migcampista;51;39;3;1;558;1;0;0.48;0.16
135775;Ansu Fati;Davanter;51;39;2;0;522;2;0;0.34;0.00
46731;P. Estupiñán;Defensa;51;39;2;3;1246;4;0;0.14;0.22
537;J. Veltman;Defensa;51;39;1;1;1591;4;0;0.06;0.06
202086;J. Sarmiento;Migcampista;51;39;0;0;0;0;0;0.00;0.00
129058;B. Verbruggen;Porter;51;39;0;0;1890;3;0;0.00;0.00
18960;J. Steele;Porter;51;39;0;0;1530;0;0;0.00;0.00
273758;I. Samuels;Defensa;51;39;0;0;0;0;0;0.00;0.00
295;A. Lallana;Migcampista;51;39;0;1;850;2;0;0.00;0.11
319572;V. Barco;Migcampista;51;39;0;0;305;1;0;0.00;0.00
40911;J. Moder;Migcampista;51;39;0;0;612;2;0;0.00;0.00
296121;J. Hinchy;Migcampista;51;39;0;0;0;0;0;0.00;0.00
38695;J. van Hecke;Defensa;51;39;0;0;2367;4;0;0.00;0.00
116117;M. Caicedo;Migcampista;51;39;0;3;0;0;0;0.00;0.00
265820;Y. Ayari;Migcampista;51;39;0;0;0;0;0;0.00;0.00
18959;Robert Sánchez;Porter;51;39;0;0;0;0;0;0.00;0.00
340135;Mark O’Mahony;Davanter;51;39;0;0;62;1;0;0.00;0.00
48649;A. Zeqiri;Davanter;51;39;0;0;0;0;0;0.00;0.00
278088;C. Rushworth;Porter;51;39;0;0;0;0;0;0.00;0.00
336599;Benicio Baker-Boaitey;Migcampista;51;39;0;0;35;1;0;0.00;0.00
70747;J. Enciso;Migcampista;51;39;0;2;475;2;0;0.00;0.38
19772;A. Connolly;Davanter;51;39;0;0;0;0;0;0.00;0.00
280672;E. Turns;Defensa;51;39;0;0;0;0;0;0.00;0.00
216809;C. Peupion;Davanter;51;39;0;0;0;0;0;0.00;0.00
17715;S. Alzate;Migcampista;51;39;0;0;0;0;0;0.00;0.00
167663;T. McGill;Porter;51;39;0;0;0;0;0;0.00;0.00
19565;J. Weir;Migcampista;51;39;0;0;0;0;0;0.00;0.00
130423;B. Gilmour;Migcampista;51;39;0;1;2125;8;1;0.00;0.04
305735;J. Duffus;Davanter;51;39;0;0;0;0;0;0.00;0.00
138815;T. Lamptey;Defensa;51;39;0;3;913;3;0;0.00;0.30
200233;Leigh Robert Kavanagh;Defensa;51;39;0;0;0;0;0;0.00;0.00
336240;N. Atom;Defensa;51;39;0;0;0;0;0;0.00;0.00
69257;J. Furlong;Defensa;51;39;0;0;0;0;0;0.00;0.00
167656;M. Leonard;Migcampista;51;39;0;0;0;0;0;0.00;0.00
282254;O. Offiah;Defensa;51;39;0;0;0;0;0;0.00;0.00
284531;Benjamin Harvey Jackson;Defensa;51;39;0;0;0;0;0;0.00;0.00
125618;M. Karbownik;Defensa;51;39;0;0;0;0;0;0.00;0.00
206404;Samy Olivier Chouchane;Migcampista;51;39;0;0;0;0;0;0.00;0.00
328095;Luca Barrington;Davanter;51;39;0;0;0;0;0;0.00;0.00
296;J. Milner;Migcampista;51;39;0;2;778;3;0;0.00;0.23
19265;A. Webster;Defensa;51;39;0;0;1143;2;0;0.00;0.00
137220;A. Moran;Migcampista;51;39;0;0;0;0;0;0.00;0.00
123469;Z. Amdouni;Davanter;44;39;5;1;1972;2;0;0.23;0.05
98936;L. Foster;Davanter;44;39;5;3;1920;0;1;0.23;0.14
19268;J. Brownhill;Migcampista;44;39;4;2;2248;4;1;0.16;0.08
336564;W. Odobert;Davanter;44;39;3;2;2118;3;0;0.13;0.08
17597;D. O&apos,Shea;Defensa;44;39;3;4;2894;5;1;0.09;0.12
19827;J. Cullen;Migcampista;44;39;2;3;2068;9;0;0.09;0.13
19169;J. Rodríguez;Davanter;44;39;2;1;811;0;0;0.22;0.11
2790;J. Guðmunds­son;Davanter;44;39;1;3;1189;2;0;0.08;0.23
323449;A. Al Dakhil;Defensa;44;39;1;0;1055;1;0;0.09;0.00
359603;L. Koleosho;Davanter;44;39;1;1;983;0;0;0.09;0.09
180560;H. Mejbri;Migcampista;44;39;1;0;138;1;0;0.65;0.00
18918;C. Taylor;Defensa;44;39;1;1;2330;8;0;0.04;0.04
162489;J. Trafford;Porter;44;39;0;0;2520;2;0;0.00;0.00
162528;D. Franchi;Porter;44;39;0;0;0;0;0;0.00;0.00
2109;S. Bastien;Migcampista;44;39;0;0;0;0;0;0.00;0.00
37381;M. Trésor;Davanter;44;39;0;0;412;0;0;0.00;0.00
138821;M. Lewis;Migcampista;44;39;0;0;0;0;0;0.00;0.00
8661;Vitinho;Defensa;44;39;0;2;2323;1;0;0.00;0.08
19331;C. Roberts;Defensa;44;39;0;1;819;4;0;0.00;0.11
18957;M. Obafemi;Davanter;44;39;0;0;30;0;0;0.00;0.00
105789;D. Churlinov;Migcampista;44;39;0;0;0;0;0;0.00;0.00
25628;J. Beyer;Defensa;44;39;0;1;1239;6;0;0.00;0.07
110;H. Massengo;Migcampista;44;39;0;0;13;0;0;0.00;0.00
69680;D. Costelloe;Davanter;44;39;0;0;0;0;0;0.00;0.00
2549;L. Vigouroux;Porter;44;39;0;0;0;0;0;0.00;0.00
18922;J. Cork;Migcampista;44;39;0;0;23;0;0;0.00;0.00
69539;L. McNally;Defensa;44;39;0;0;0;0;0;0.00;0.00
129169;A. Zaroury;Davanter;44;39;0;0;149;0;1;0.00;0.00
616;A. Murić;Porter;44;39;0;0;900;0;0;0.00;0.00
18948;N. Redmond;Migcampista;44;39;0;0;130;1;0;0.00;0.00
69403;S. Twine;Migcampista;44;39;0;0;0;0;0;0.00;0.00
8589;B. Manuel;Davanter;44;39;0;0;133;0;0;0.00;0.00
284212;D. Sassi;Defensa;44;39;0;0;0;0;0;0.00;0.00
284297;O. Dodgson;Defensa;44;39;0;0;0;0;0;0.00;0.00
47903;H. Ekdal;Defensa;44;39;0;0;439;2;0;0.00;0.00
264437;B. Thomas;Defensa;44;39;0;0;0;0;0;0.00;0.00
361388;E. Agyei;Davanter;44;39;0;0;0;0;0;0.00;0.00
19115;B. Peacock-Farrell;Porter;44;39;0;0;0;0;0;0.00;0.00
1411;H. Delcroix;Defensa;44;39;0;0;583;2;0;0.00;0.00
283058;N. Jackson;Davanter;49;39;14;5;2804;10;0;0.45;0.16
284324;A. Garnacho;Davanter;49;39;7;4;2593;4;0;0.24;0.14
63577;M. Mudryk;Migcampista;49;39;5;2;1586;5;0;0.28;0.11
136723;N. Madueke;Davanter;49;39;5;2;1055;2;0;0.43;0.17
269;C. Nkunku;Davanter;49;39;3;0;435;0;0;0.62;0.00
259;Thiago Silva;Defensa;49;39;3;1;2527;4;0;0.11;0.04
5996;E. Fernández;Migcampista;49;39;3;2;2215;7;0;0.12;0.08
138822;A. Broja;Davanter;49;39;1;0;453;0;0;0.20;0.00
19720;T. Chalobah;Defensa;49;39;1;0;950;1;0;0.09;0.00
152953;L. Colwill;Defensa;49;39;1;1;1799;2;0;0.05;0.05
284406;A. Gilchrist;Defensa;49;39;1;0;199;1;0;0.45;0.00
138935;C. Chukwuemeka;Migcampista;49;39;1;1;222;2;0;0.41;0.41
298061;Ted Curd;Porter;49;39;0;0;0;0;0;0.00;0.00
328093;I. Samuels-Smith;Defensa;49;39;0;0;0;0;0;0.00;0.00
274550;H. Vale;Migcampista;49;39;0;0;0;0;0;0.00;0.00
181797;B. Humphreys;Defensa;49;39;0;0;0;0;0;0.00;0.00
2273;Kepa;Porter;49;39;0;0;0;0;0;0.00;0.00
330986;M. Golding;Migcampista;49;39;0;0;0;0;0;0.00;0.00
22094;W. Fofana;Defensa;49;39;0;0;0;0;0;0.00;0.00
181796;J. Brooking;Defensa;49;39;0;0;0;0;0;0.00;0.00
19012;M. Bettinelli;Porter;49;39;0;0;0;1;0;0.00;0.00
22166;M. Sarr;Defensa;49;39;0;0;0;0;0;0.00;0.00
161907;M. Gusto;Defensa;49;39;0;6;1754;7;1;0.00;0.31
364048;Harrison Murray-Campbell;Defensa;49;39;0;0;0;0;0;0.00;0.00
181822;E. Wady;Porter;49;39;0;0;0;0;0;0.00;0.00
95;B. Badiashile;Defensa;49;39;0;1;1337;3;0;0.00;0.07
284404;Jimi Weikko Tauriainen;Migcampista;49;39;0;0;1;0;0;0.00;0.00
286773;Leo Castledine;Migcampista;49;39;0;0;0;0;0;0.00;0.00
284492;L. Hall;Defensa;49;39;0;0;0;0;0;0.00;0.00
282125;R. Lavia;Migcampista;49;39;0;0;32;0;0;0.00;0.00
415001;Deivid Washington;Davanter;49;39;0;0;11;0;0;0.00;0.00
138777;F. Anjorin;Migcampista;49;39;0;0;0;0;0;0.00;0.00
2279;E. Ampadu;Defensa;49;39;0;0;0;0;0;0.00;0.00
334037;Tyrique George;Davanter;49;39;0;0;0;0;0;0.00;0.00
47380;Marc Cucurella;Defensa;49;39;0;2;1785;10;0;0.00;0.10
411808;D. Richards;Davanter;49;39;0;0;0;0;0;0.00;0.00
64167;G. Słonina;Porter;49;39;0;0;0;0;0;0.00;0.00
394167;O. Harrison;Migcampista;49;39;0;0;0;0;0;0.00;0.00
284532;Zak Norton Sturge;Defensa;49;39;0;0;0;0;0;0.00;0.00
284260;Dylan Williams;Defensa;49;39;0;0;0;0;0;0.00;0.00
365660;K. Dyer;Migcampista;49;39;0;0;0;0;0;0.00;0.00
366735;Joshua Kofi Acheampong;Defensa;49;39;0;0;12;0;0;0.00;0.00
2933;B. Chilwell;Defensa;49;39;0;1;756;5;0;0.00;0.12
287868;Max Merrick;Porter;49;39;0;0;0;0;0;0.00;0.00
2276;J. Cumming;Porter;49;39;0;0;0;0;0;0.00;0.00
327748;Billy Gee;Defensa;49;39;0;0;0;0;0;0.00;0.00
284428;O. Hutchinson;Davanter;49;39;0;0;0;0;0;0.00;0.00
118307;Đ. Petrović;Porter;49;39;0;0;1986;2;0;0.00;0.00
19545;R. James;Defensa;49;39;0;2;420;1;1;0.00;0.43
25927;J. Mateta;Davanter;52;39;16;5;2284;3;0;0.63;0.20
19586;E. Eze;Migcampista;52;39;11;4;2063;3;0;0.48;0.17
19617;M. Olise;Migcampista;52;39;10;6;1277;0;0;0.70;0.42
1135;O. Édouard;Davanter;52;39;7;0;1554;4;0;0.41;0.00
1468;E. Nketiah;Davanter;52;39;5;2;1081;3;0;0.42;0.17
3428;J. Ayew;Davanter;52;39;4;7;2551;8;0;0.14;0.25
182201;T. Mitchell;Defensa;52;39;2;3;3208;6;0;0.06;0.08
18843;J. Schlupp;Migcampista;52;39;2;2;1356;1;0;0.13;0.13
2729;J. Andersen;Defensa;52;39;2;3;3418;7;0;0.05;0.08
2490;J. Lerma;Migcampista;52;39;1;1;2403;8;0;0.04;0.04
126949;C. Richards;Defensa;52;39;1;1;2097;3;0;0.04;0.04
18849;J. McArthur;Migcampista;52;39;0;0;0;0;0;0.00;0.00
106086;K. Balmer;Defensa;52;39;0;0;0;0;0;0.00;0.00
284416;Roshaun Mathurin;Davanter;52;39;0;0;0;0;0;0.00;0.00
18835;Guaita;Porter;52;39;0;0;0;0;0;0.00;0.00
340136;F. Umeh;Davanter;52;39;0;0;0;0;0;0.00;0.00
1440;R. Holding;Defensa;52;39;0;0;0;0;0;0.00;0.00
18847;J. Ward;Defensa;52;39;0;1;1981;4;0;0.00;0.05
284554;O. Goodman;Porter;52;39;0;0;0;0;0;0.00;0.00
18862;N. Clyne;Defensa;52;39;0;0;1337;0;0;0.00;0.00
3247;W. Zaha;Davanter;52;39;0;0;0;0;0;0.00;0.00
266203;J. Gordon;Davanter;52;39;0;0;0;0;0;0.00;0.00
284551;J. Wells-Morrison;Migcampista;52;39;0;0;0;0;0;0.00;0.00
107087;S. Banks;Davanter;52;39;0;0;0;0;0;0.00;0.00
19684;R. Matthews;Porter;52;39;0;0;3;0;0;0.00;0.00
308867;S. Grehan;Defensa;52;39;0;0;0;0;0;0.00;0.00
152418;N. Ahamada;Migcampista;52;39;0;0;333;3;0;0.00;0.00
284549;J. Whitworth;Porter;52;39;0;0;0;0;0;0.00;0.00
127605;N. Ferguson;Defensa;52;39;0;0;0;0;0;0.00;0.00
284449;J. Rak-Sakyi;Migcampista;52;39;0;0;140;0;0;0.00;0.00
284493;T. Adaramola;Defensa;52;39;0;0;0;0;0;0.00;0.00
298129;M. Boateng;Migcampista;52;39;0;0;0;0;0;0.00;0.00
3339;C. Doucouré;Migcampista;52;39;0;0;921;2;0;0.00;0.00
293162;J. Raymond;Migcampista;52;39;0;0;0;0;0;0.00;0.00
286458;J. Devenny;Migcampista;52;39;0;0;0;0;0;0.00;0.00
363974;Z. Marsh;Davanter;52;39;0;0;0;0;0;0.00;0.00
18806;W. Hughes;Migcampista;52;39;0;1;1904;6;0;0.00;0.05
18844;J. Tomkins;Defensa;52;39;0;0;5;0;0;0.00;0.00
301295;K. Rodney;Migcampista;52;39;0;0;0;0;0;0.00;0.00
304320;D. Ozoh;Migcampista;52;39;0;0;147;1;0;0.00;0.00
19143;S. Johnstone;Porter;52;39;0;0;1797;1;0;0.00;0.00
284059;L. Plange;Davanter;52;39;0;0;0;0;0;0.00;0.00
13736;D. Muñoz;Defensa;52;39;0;4;1440;4;0;0.00;0.25
196856;Daniel Edward Peter Imray;Defensa;52;39;0;0;0;0;0;0.00;0.00
